Date,Open,High,Low,Close,Adj Close,Volume
2019-02-01,91.199997,96.480003,86.160004,95.599998,95.599998,46597854
2019-03-01,95.599998,100.480003,91.120003,100.000000,100.000000,54711680
2019-04-01,100.959999,110.879997,100.639999,106.320000,106.320000,52877356
2019-05-01,106.239998,106.480003,88.320000,88.800003,88.800003,75980420
2019-06-01,90.400002,99.440002,84.239998,96.320000,96.320000,76645142
2019-07-01,99.519997,101.040001,90.959999,96.320000,96.320000,70868630
2019-08-01,94.959999,95.440002,83.919998,91.680000,91.680000,88701279
2019-09-01,88.720001,105.279999,87.919998,90.720001,90.720001,81984717
2019-10-01,91.120003,95.040001,85.120003,90.400002,90.400002,65649417
2019-11-01,91.599998,98.000000,91.519997,92.959999,92.959999,57672767
2019-12-01,94.239998,104.160004,92.720001,102.480003,102.480003,35755007
2020-01-01,102.400002,106.559998,85.599998,86.720001,86.720001,62331792
2020-02-01,86.000000,91.440002,73.360001,75.599998,75.599998,75702492
2020-03-01,77.360001,81.440002,32.240002,33.680000,33.680000,266595555
2020-04-01,33.919998,48.160000,16.879999,19.120001,19.120001,767227452
2020-05-01,19.120001,27.490000,18.360001,25.879999,25.879999,263423300
2020-06-01,25.719999,29.420000,25.360001,28.059999,28.059999,218052500
2020-07-01,28.299999,30.219999,27.900000,29.070000,29.070000,120355200
2020-08-01,29.150000,31.190001,29.030001,30.580000,30.580000,106337300
2020-09-01,30.639999,30.940001,26.270000,28.290001,28.290001,101871500
2020-10-01,27.760000,29.309999,24.750000,25.250000,25.250000,113243400
2020-11-01,25.160000,31.680000,25.139999,30.969999,30.969999,111281900
2020-12-01,30.920000,33.669998,30.340000,33.009998,33.009998,107775200
2021-01-01,33.000000,36.320000,32.240002,35.180000,35.180000,107210700
2021-01-29,35.639999,35.770000,35.110001,35.180000,35.180000,3874754
