Date,Price,Open,High,Low,Vol.,Change %
2/15/2015,16.513,17.32,17.6,16.295,19.48K,-3.95%
1/15/2015,17.192,15.79,18.355,15.535,0.84K,10.45%
12/14/2014,15.565,15.39,17.18,14.1,4.25K,0.49%
11/14/2014,15.489,16.035,16.65,15.045,28.92K,-3.66%
10/14/2014,16.077,16.95,17.7,15.86,1.10K,-5.46%
9/14/2014,17.006,19.405,19.47,16.87,2.61K,-12.33%
8/14/2014,19.398,20.295,20.36,19.285,22.42K,-4.79%
7/14/2014,20.373,21.01,21.525,20.435,2.35K,-3.02%
6/14/2014,21.007,18.75,21.205,18.675,20.06K,12.62%
5/14/2014,18.653,19.17,19.915,18.605,3.51K,-2.44%
4/14/2014,19.119,19.94,20.215,19.025,20.60K,-3.12%
3/14/2014,19.734,21.35,21.71,19.63,3.11K,-6.93%
2/14/2014,21.204,19.13,21.895,19.09,18.04K,10.99%
1/14/2014,19.105,20.31,20.53,19.06,1.24K,-1.21%
12/13/2013,19.339,19.91,20.4,18.845,4.94K,-3.21%
11/13/2013,19.981,21.87,21.88,19.585,28.84K,-8.48%
10/13/2013,21.832,21.665,23,20.675,0.49K,0.81%
9/13/2013,21.656,23.2,24.46,21.21,4.95K,-7.70%
8/13/2013,23.463,19.61,24.985,19.46,22.46K,19.61%
7/13/2013,19.617,19.485,20.52,18.685,3.99K,0.85%
6/13/2013,19.451,22.335,22.87,18.185,23.82K,-12.49%
5/13/2013,22.228,24.25,24.375,21.01,6.15K,-7.94%
4/13/2013,24.144,27.96,27.975,22.6,22.60K,-14.66%
3/13/2013,28.292,28.485,29.29,27.955,3.22K,-0.36%
2/13/2013,28.395,31.6,32.02,28.315,27.13K,-9.38%
1/13/2013,31.335,30.63,32.315,29.21,0.72K,3.85%
12/12/2012,30.173,33.5,33.85,29.62,5.82K,-9.13%
11/12/2012,33.204,32.47,34.395,30.785,17.79K,2.84%
10/12/2012,32.288,34.375,34.98,31.65,0.65K,-6.46%
9/12/2012,34.517,31.66,35.09,31.52,3.72K,10.03%
8/12/2012,31.37,27.05,31.7,26.965,15.75K,12.46%
7/12/2012,27.895,27.44,28.37,26.445,4.08K,1.14%
6/12/2012,27.58,27.72,29.245,26.07,26.32K,-0.58%
5/12/2012,27.741,31.045,31.28,26.895,2.27K,-10.39%
4/12/2012,30.959,33.105,33.105,30.55,24.81K,-4.65%
3/12/2012,32.469,34.62,35.615,31.19,4.24K,-6.11%
2/12/2012,34.583,33.17,37.48,32.7,31.68K,4.06%
1/12/2012,33.233,28.165,33.8,28.11,1.57K,19.22%
12/11/2011,27.875,32.715,33.555,26.385,3.14K,-14.84%
11/11/2011,32.731,32.87,35.04,31.02,19.32K,-4.68%
10/11/2011,34.337,29.965,35.455,28.41,0.69K,14.30%
9/11/2011,30.041,41.585,43.395,26.585,5.33K,-27.96%
8/11/2011,41.699,39.625,44.15,37.215,22.45K,4.01%
7/11/2011,40.092,34.68,41.42,33.465,8.61K,15.17%
6/11/2011,34.812,38.225,38.335,33.58,38.18K,-9.11%
5/11/2011,38.303,47.97,48.085,32.595,10.43K,-21.16%
4/11/2011,48.584,37.5,49.52,37.18,45.20K,28.28%
3/11/2011,37.872,33.885,38.13,33.6,9.94K,12.03%
2/11/2011,33.804,27.995,34.01,27.995,42.89K,19.98%
1/11/2011,28.174,30.45,31.195,26.505,1.31K,-8.85%
12/10/2010,30.91,28.095,30.9,28.01,6.27K,9.67%
11/10/2010,28.185,24.865,28.915,24.115,57.97K,14.76%
10/10/2010,24.56,21.96,24.7,21.96,0.39K,12.67%
9/10/2010,21.798,19.385,21.88,19.3,4.42K,12.37%
8/10/2010,19.398,18.435,19.4,17.925,8.66K,7.84%
7/10/2010,17.987,18.585,18.66,17.43,4.30K,-3.66%
6/10/2010,18.671,18.505,19.18,17.31,15.69K,1.41%
5/10/2010,18.411,18.625,19.8,17.09,6.20K,-1.07%
4/10/2010,18.611,17.56,18.765,17.56,24.65K,6.28%
3/10/2010,17.512,16.5,17.565,16.32,6.58K,6.13%
2/10/2010,16.5,16.19,16.72,15,41.32K,1.96%
1/10/2010,16.183,16.885,18.795,16.1,0.56K,-3.80%
12/9/2009,16.822,18.47,19.42,16.76,7.17K,-9.05%
11/9/2009,18.495,16.93,18.9,16.885,33.61K,13.84%
10/9/2009,16.246,16.59,17.845,16.035,0.32K,-2.34%
9/9/2009,16.636,14.885,17.555,14.65,4.36K,11.67%
8/9/2009,14.898,14.02,15.1,13.61,19.72K,6.93%
7/9/2009,13.933,13.6,14.05,12.48,3.82K,2.64%
6/9/2009,13.574,15.85,15.885,13.435,14.06K,-12.99%
5/9/2009,15.6,12.335,15.75,12.04,3.11K,26.78%
4/9/2009,12.305,12.83,13.105,12.035,21.78K,-5.16%
3/9/2009,12.975,13.09,13.85,11.94,5.96K,-0.84%
2/9/2009,13.085,12.5,14.365,12.27,27.70K,4.18%
1/9/2009,12.56,11.195,12.59,10.37,1.84K,11.45%
12/8/2008,11.27,10.24,11.41,9.135,3.18K,10.65%
11/8/2008,10.185,10.295,10.455,8.83,17.60K,4.68%
10/8/2008,9.73,12.57,12.57,8.78,1.56K,-20.45%
9/8/2008,12.231,13.77,13.77,10.28,5.94K,-10.11%
8/8/2008,13.607,17.65,17.65,12.8,27.63K,-23.34%
7/8/2008,17.75,17.44,19.375,16.83,3.19K,1.89%
6/8/2008,17.42,16.85,17.88,16.465,27.32K,3.52%
5/8/2008,16.827,16.97,18.29,15.995,3.65K,1.97%
4/8/2008,16.502,16.885,17.86,16.365,20.85K,-4.47%
3/8/2008,17.275,19.78,21.185,16.77,5.19K,-12.79%
2/8/2008,19.808,16.89,19.925,16.445,22.95K,16.88%
1/8/2008,16.948,15.34,16.875,15.085,2.13K,14.54%
12/7/2007,14.797,13.96,14.825,13.6,3.26K,5.97%
11/7/2007,13.963,14.74,15.485,13.76,21.67K,-2.88%
10/7/2007,14.377,13.71,14.45,13.205,0.12K,4.23%
9/7/2007,13.794,12.095,13.815,12,2.73K,14.35%
8/7/2007,12.063,12.955,12.955,11.725,13.45K,-6.85%
7/7/2007,12.95,12.405,13.42,12.405,3.34K,4.83%
6/7/2007,12.353,13.765,13.765,12.265,19.50K,-7.88%
5/7/2007,13.409,13.42,13.585,12.785,2.39K,-0.27%
4/7/2007,13.445,13.1,14.1,13.02,18.83K,0.41%
3/7/2007,13.39,14.23,14.305,12.47,3.61K,-5.04%
2/7/2007,14.1,13.62,14.72,13.3,23.99K,4.34%
1/7/2007,13.514,12.72,13.55,12.2,0.99K,5.43%
12/6/2006,12.818,13.9,14.185,12.23,2.80K,-7.95%
11/6/2006,13.925,13.62,14,13.54,18.47K,14.03%
10/6/2006,12.212,11.03,11.28,11.03,0.19K,6.66%
9/6/2006,11.45,12.87,13.26,10.45,3.06K,-11.24%
8/6/2006,12.9,12.2,12.93,12.15,15.09K,13.91%
7/6/2006,11.325,10.86,11.78,10.65,3.30K,4.54%
6/6/2006,10.833,12.1,12.14,9.75,14.63K,-12.62%
5/6/2006,12.398,13.58,14.97,12,6.72K,-8.23%
4/6/2006,13.51,11.63,13.76,11.63,24.08K,17.68%
3/6/2006,11.48,9.735,11.62,9.64,6.02K,18.11%
2/6/2006,9.72,9.82,9.82,9.25,20.29K,-1.32%
1/6/2006,9.85,9.03,9.87,8.805,0.98K,11.68%
12/5/2005,8.82,8.275,9.17,8.19,4.81K,6.52%
11/5/2005,8.28,7.4,8.365,7.4,36.98K,9.67%
10/5/2005,7.55,7.67,7.74,7.62,0.59K,1.23%
9/5/2005,7.458,6.825,7.39,6.81,2.47K,9.98%
8/5/2005,6.781,6.92,6.95,6.63,19.52K,-6.31%
7/5/2005,7.238,6.87,7.15,6.81,2.08K,2.99%
6/5/2005,7.028,7.58,7.58,6.99,15.21K,-5.59%
5/5/2005,7.444,6.925,7.18,6.77,4.56K,7.84%
4/5/2005,6.903,7.1,7.15,6.85,18.59K,-3.72%
3/5/2005,7.17,7.345,7.64,6.86,4.37K,-2.57%
2/5/2005,7.359,6.52,7.42,6.52,24.04K,9.23%
1/5/2005,6.737,6.74,6.89,6.415,0.39K,-1.03%
12/4/2004,6.807,7.715,8.19,6.6,3.98K,-11.86%
11/4/2004,7.723,7.47,7.82,7.47,28.35K,5.91%
10/4/2004,7.292,7.26,7.34,7.26,0.35K,5.44%
9/4/2004,6.916,6.735,6.82,6.065,2.80K,2.14%
8/4/2004,6.771,6.9,6.9,6.59,14.64K,3.37%
7/4/2004,6.55,5.835,6.75,5.83,2.28K,13.40%
6/4/2004,5.776,5.908,5.99,5.73,18.58K,-5.39%
5/4/2004,6.105,6.07,6.16,5.495,2.00K,4.06%
4/4/2004,5.867,8.075,8.105,5.9,0.34K,-26.07%
3/4/2004,7.936,6.7,7.75,6.57,4.95K,18.52%
2/4/2004,6.696,6.115,6.78,6.115,19.23K,7.20%
1/4/2004,6.246,6.2,6.67,6.15,0.43K,4.92%
12/3/2003,5.953,5.36,5.96,5.355,3.58K,11.17%
11/3/2003,5.355,5.055,5.39,5.055,3.93K,5.85%
10/3/2003,5.059,4.87,5.17,4.805,0.14K,-1.52%
9/3/2003,5.137,5.135,5.365,4.97,3.45K,0.55%
8/3/2003,5.109,4.82,5.18,4.82,9.10K,-0.14%
7/3/2003,5.116,4.68,5.175,4.64,1.96K,13.19%
6/3/2003,4.52,4.5,4.65,4.49,9.79K,-0.13%
5/3/2003,4.526,4.655,4.88,4.58,1.82K,-2.41%
4/3/2003,4.638,4.45,4.66,4.45,11.86K,3.97%
3/3/2003,4.461,4.58,4.69,4.35,1.42K,-4.17%
2/3/2003,4.655,4.55,4.55,4.54,0.04K,-4.08%
1/3/2003,4.853,4.88,4.885,4.76,0.67K,1.08%
12/2/2002,4.801,4.425,4.78,4.4,3.17K,8.77%
11/2/2002,4.414,4.56,4.56,4.405,3.51K,-1.89%
10/2/2002,4.499,4.315,4.35,4.3,0.42K,-0.68%
9/2/2002,4.53,4.461,4.67,4.43,1.64K,2.10%
8/2/2002,4.437,4.5,4.56,4.42,5.99K,-3.44%
7/2/2002,4.595,4.845,5.14,4.61,3.22K,-4.92%
6/2/2002,4.833,5.15,5.15,4.8,14.47K,-3.84%
5/2/2002,5.026,4.52,4.98,4.51,2.12K,10.90%
4/2/2002,4.532,4.7,4.7,4.505,9.64K,-2.35%
3/2/2002,4.641,4.485,4.63,4.455,1.20K,3.20%
2/2/2002,4.497,4.28,4.51,4.28,10.58K,6.67%
1/2/2002,4.216,4.58,4.72,4.575,0.23K,-7.93%
12/1/2001,4.579,4.135,4.56,4.08,1.29K,10.93%
11/1/2001,4.128,4.14,4.16,4.05,10.58K,-2.04%
10/1/2001,4.214,4.67,4.67,4.15,0.11K,-9.32%
9/1/2001,4.647,4.155,4.66,4.135,1.18K,11.65%
8/1/2001,4.162,4.21,4.21,4.14,13.19K,-1.14%
7/1/2001,4.21,4.26,4.28,4.18,1.39K,-1.91%
6/1/2001,4.292,4.32,4.4,4.28,21.68K,-2.37%
5/1/2001,4.396,4.31,4.635,4.305,0.97K,1.76%
4/1/2001,4.32,4.38,4.41,4.31,12.30K,0.98%
3/1/2001,4.278,4.485,4.52,4.27,3.48K,-4.34%
2/1/2001,4.472,4.74,4.74,4.39,14.57K,-6.66%
1/1/2001,4.791,4.5,4.77,4.5,0.35K,4.49%
12/1/2000,4.585,4.675,4.765,4.55,2.87K,-1.90%
11/1/2000,4.674,4.7,4.71,4.6,28.27K,-1.68%
10/1/2000,4.754,4.84,4.84,4.77,0.01K,-2.96%
9/1/2000,4.899,4.985,5.035,4.83,5.43K,-2.08%
8/1/2000,5.003,4.88,5.045,4.82,19.13K,-0.06%
7/1/2000,5.006,5.02,5.04,4.91,1.80K,-0.54%
6/1/2000,5.033,4.98,5.06,4.97,19.98K,1.86%
5/1/2000,4.941,4.94,5.135,4.9,2.62K,-0.38%
4/1/2000,4.96,5.05,5.05,4.925,17.32K,-1.20%
3/1/2000,5.02,5.07,5.18,4.97,2.98K,-0.55%
2/1/2000,5.048,5.26,5.42,5.02,17.43K,-4.52%
1/1/2000,5.287,5.29,5.29,5.11,0.48K,-2.33%
12/1/1999,5.413,5.18,5.37,5.035,2.48K,4.50%
11/1/1999,5.18,5.18,5.25,5.12,17.97K,0.15%
10/1/1999,5.172,5.54,5.54,5.54,0.40K,-7.20%
9/1/1999,5.573,5.145,5.8,5.065,1.81K,8.17%
8/1/1999,5.152,5.362,5.485,5.03,11.22K,-5.33%
7/1/1999,5.442,5.2,5.442,5.055,3.97K,2.85%
6/1/1999,5.291,4.93,5.31,4.93,16.64K,8.31%
5/1/1999,4.885,5.385,5.56,5.025,3.63K,-9.65%
4/1/1999,5.407,4.98,5.45,4.915,10.04K,8.57%
3/1/1999,4.98,5.69,5.69,4.975,7.97K,-11.62%
2/1/1999,5.635,5.24,5.66,5.24,15.74K,7.91%
1/1/1999,5.222,4.93,5.3,4.88,0.17K,4.69%
12/1/1998,4.988,4.83,5.035,4.56,3.41K,3.38%
11/1/1998,4.825,5.014,5.121,4.81,19.36K,-4.02%
10/1/1998,5.027,5.255,5.255,4.76,0.28K,-5.51%
9/1/1998,5.32,4.63,5.25,4.615,6.58K,15.20%
8/1/1998,4.618,5.35,5.443,4.615,17.55K,-15.23%
7/1/1998,5.448,5.5,5.79,5.24,3.51K,-1.07%
6/1/1998,5.507,5.31,5.55,4.98,17.34K,8.51%
5/1/1998,5.075,6.18,6.29,4.99,3.10K,-17.99%
4/1/1998,6.188,6.66,6.66,6.045,11.90K,-4.02%
3/1/1998,6.447,6.48,6.56,5.62,5.78K,0.26%
2/1/1998,6.43,6.75,7.07,5.84,35.55K,5.36%
1/1/1998,6.103,5.87,6.1,5.52,1.09K,2.87%
12/1/1997,5.933,5.23,6.35,5.15,5.31K,13.64%
11/1/1997,5.221,4.825,5.412,4.77,19.80K,10.68%
10/1/1997,4.717,5.142,5.262,4.717,0.49K,-9.06%
9/1/1997,5.187,4.65,5.25,4.55,50.01K,12.37%
8/1/1997,4.616,4.449,4.79,4.297,17.39K,3.29%
7/1/1997,4.469,4.62,4.66,4.185,18.58K,-2.85%
6/1/1997,4.6,4.85,4.85,4.58,14.58K,-1.14%
5/1/1997,4.653,4.66,4.89,4.63,4.28K,0.13%
4/1/1997,4.647,4.705,4.705,4.6,19.13K,-8.02%
3/1/1997,5.052,5.28,5.39,5.03,3.82K,-4.86%
2/1/1997,5.31,4.91,5.335,4.91,18.97K,8.35%
1/1/1997,4.901,4.63,5.01,4.6,0.31K,3.40%
12/1/1996,4.74,4.68,4.89,4.64,4.35K,0.55%
11/1/1996,4.714,4.79,4.92,4.66,19.50K,-1.55%
10/1/1996,4.788,4.82,5,4.805,0.45K,-0.85%
9/1/1996,4.829,5.175,5.175,4.8,5.15K,-6.67%
8/1/1996,5.174,5.05,5.19,5.02,15.51K,1.02%
7/1/1996,5.122,5,5.13,4.86,1.85K,2.87%
6/1/1996,4.979,5.35,5.355,4.955,32.40K,-7.47%
5/1/1996,5.381,5.3,5.505,5.23,2.49K,1.70%
4/1/1996,5.291,5.51,5.51,5.2,13.46K,-4.15%
3/1/1996,5.52,5.5,5.705,5.32,2.98K,0.42%
2/1/1996,5.497,5.72,5.8,5.42,26.74K,-1.22%
1/1/1996,5.565,5.12,5.575,5.12,0.49K,7.79%
12/1/1995,5.163,5.18,5.24,5.05,5.15K,-0.44%
11/1/1995,5.186,5.3,5.425,5.09,23.55K,-2.83%
10/1/1995,5.337,5.3,5.419,5.263,0.62K,-1.80%
9/1/1995,5.435,5.28,5.515,5.13,5.28K,2.33%
8/1/1995,5.311,5.139,5.789,5.11,23.04K,5.57%
7/1/1995,5.031,5.025,5.41,4.98,3.47K,0.34%
6/1/1995,5.014,5.2,5.44,4.98,16.58K,-5.16%
5/1/1995,5.287,5.72,6.16,5.1,5.20K,-7.60%
4/1/1995,5.722,5.21,5.93,5.21,14.76K,8.11%
3/1/1995,5.293,4.44,5.25,4.34,4.03K,17.28%
2/1/1995,4.513,4.665,4.74,4.43,29.09K,-2.93%
1/1/1995,4.649,4.815,4.885,4.635,0.11K,-4.62%
12/1/1994,4.874,4.88,4.935,4.53,3.89K,-0.45%
11/1/1994,4.896,5.11,5.26,4.84,33.25K,-6.60%
10/1/1994,5.242,5.615,5.615,5.585,0.50K,-6.54%
9/1/1994,5.609,5.41,5.73,5.375,2.46K,3.05%
8/1/1994,5.443,5.305,5.45,5.063,13.39K,2.37%
7/1/1994,5.317,5.36,5.47,5.12,2.37K,-1.17%
6/1/1994,5.38,5.285,5.51,5.215,13.91K,-2.71%
5/1/1994,5.53,5.32,5.745,5.05,5.59K,3.60%
4/1/1994,5.338,5.44,5.44,5.07,21.53K,-7.50%
3/1/1994,5.771,5.33,5.79,5.16,6.34K,7.75%
2/1/1994,5.356,5.27,5.37,5.16,23.65K,4.53%
1/1/1994,5.124,5.085,5.33,5,0.06K,0.73%
12/1/1993,5.087,4.4,5.14,4.375,5.65K,15.09%
11/1/1993,4.42,4.19,4.625,4.19,27.63K,1.49%
10/1/1993,4.355,4.04,4.465,4.02,0.11K,7.24%
9/1/1993,4.061,4.83,4.84,3.91,2.88K,-16.06%
8/1/1993,4.838,5.375,5.4,4.54,7.98K,-10.27%
7/1/1993,5.392,4.54,5.27,4.53,5.16K,18.30%
6/1/1993,4.558,4.44,4.62,4.23,15.70K,-1.15%
5/1/1993,4.611,4.45,4.72,4.225,2.89K,5.06%
4/1/1993,4.389,3.87,4.4,3.835,5.51K,13.12%
3/1/1993,3.88,3.565,3.9,3.53,4.30K,8.84%
2/1/1993,3.565,3.66,3.756,3.525,21.96K,-2.38%
1/1/1993,3.652,3.64,3.7,3.64,0.31K,-0.54%
12/1/1992,3.672,3.735,3.785,3.63,3.89K,-1.58%
11/1/1992,3.731,3.785,3.885,3.67,4.39K,-0.53%
10/1/1992,3.751,3.75,3.79,3.725,13.23K,0.32%
9/1/1992,3.739,3.73,3.88,3.665,3.30K,0.24%
8/1/1992,3.73,3.875,3.955,3.63,8.55K,-5.02%
7/1/1992,3.927,4.03,4.07,3.82,2.60K,-2.51%
6/1/1992,4.028,4,4.09,3.955,12.69K,0.37%
5/1/1992,4.013,4,4.135,3.975,4.81K,0.63%
4/1/1992,3.988,4.075,4.1,3.91,9.95K,-3.44%
3/1/1992,4.13,4.07,4.195,4,3.87K,0.73%
2/1/1992,4.1,4.155,4.205,4.05,16.94K,-1.61%
1/1/1992,4.167,3.855,4.33,3.855,15.44K,7.31%
12/1/1991,3.883,4.06,4.08,3.785,5.72K,-4.29%
11/1/1991,4.057,4.055,4.09,3.995,23.30K,-0.81%
10/1/1991,4.09,4.16,4.16,4.06,2.43K,-0.97%
9/1/1991,4.13,3.825,4.275,3.81,2.93K,8.48%
8/1/1991,3.807,4.029,4.029,3.785,16.17K,-6.12%
7/1/1991,4.055,4.43,4.52,3.984,4.36K,-8.34%
6/1/1991,4.424,4.156,4.55,4.13,19.75K,7.96%
5/1/1991,4.098,3.97,4.16,3.92,3.60K,3.25%
4/1/1991,3.969,3.94,4.1,3.855,17.26K,3.12%
3/1/1991,3.849,3.72,4.195,3.695,4.63K,3.22%
2/1/1991,3.729,3.852,3.852,3.508,28.18K,-2.64%
1/1/1991,3.83,4.18,4.288,3.751,2.05K,-8.64%
12/1/1990,4.192,4.115,4.31,3.93,8.01K,1.70%
11/1/1990,4.122,4.23,4.267,4.045,29.26K,-0.75%
10/1/1990,4.153,4.63,4.69,4.05,0.93K,-12.77%
9/1/1990,4.761,4.761,4.915,4.695,5.23K,0.04%
8/1/1990,4.759,4.77,5.28,4.74,10.45K,-0.58%
7/1/1990,4.787,4.89,4.98,4.77,6.89K,-2.05%
6/1/1990,4.887,5.09,5.09,4.74,23.71K,-3.69%
5/1/1990,5.074,4.94,5.283,4.94,4.95K,2.88%
4/1/1990,4.932,4.935,5.18,4.86,15.86K,-0.26%
3/1/1990,4.945,5.12,5.16,4.89,4.95K,-3.55%
2/1/1990,5.127,5.22,5.35,5.05,24.94K,-1.29%
1/1/1990,5.194,5.17,5.33,5.12,1.80K,-0.27%
12/1/1989,5.208,5.68,5.74,5.12,5.98K,-8.12%
11/1/1989,5.668,5.135,5.874,5.135,18.80K,9.42%
10/1/1989,5.18,5.22,5.279,5.02,0.85K,-0.88%
9/1/1989,5.226,5.06,5.31,5.02,4.67K,3.59%
8/1/1989,5.045,5.19,5.31,5.04,18.49K,-4.25%
7/1/1989,5.269,5.26,5.41,5.105,3.36K,2.21%
6/1/1989,5.155,5.185,5.464,5.1,19.47K,-0.10%
5/1/1989,5.16,5.65,5.68,5.06,5.53K,-7.87%
4/1/1989,5.601,5.78,5.868,5.57,25.97K,-3.06%
3/1/1989,5.778,5.82,6.19,5.72,11.54K,-0.79%
2/1/1989,5.824,5.875,5.965,5.795,26.22K,0.55%
1/1/1989,5.792,6.055,6.2,5.77,0.98K,-4.07%
12/1/1988,6.038,6.17,6.28,6.01,8.03K,-1.60%
11/1/1988,6.136,6.3,6.54,6.005,29.01K,-2.65%
10/1/1988,6.303,6.23,6.405,6.16,0.17K,2.74%
9/1/1988,6.135,6.53,6.64,6.13,4.79K,-6.42%
8/1/1988,6.556,6.867,6.87,6.45,17.38K,-3.69%
7/1/1988,6.807,6.66,8.06,6.653,5.38K,1.93%
6/1/1988,6.678,6.77,7.31,6.54,23.28K,1.18%
5/1/1988,6.6,6.45,6.77,6.28,3.90K,1.57%
4/1/1988,6.498,6.835,6.835,6.325,12.99K,-3.80%
3/1/1988,6.755,6.21,6.75,6.15,4.89K,8.27%
2/1/1988,6.239,6.522,6.59,6.08,15.53K,-4.09%
1/1/1988,6.505,6.52,7,6.49,0.48K,-2.65%
12/1/1987,6.682,7.03,7.06,6.56,5.12K,-5.04%
11/1/1987,7.037,6.98,7.33,6.19,4.05K,1.25%
10/1/1987,6.95,7.55,8.37,6.885,1.42K,-7.33%
9/1/1987,7.5,7.47,8.08,7.22,6.45K,1.58%
8/1/1987,7.383,8.665,8.8,7.23,12.16K,-11.05%
7/1/1987,8.3,7.22,8.299,7.16,5.64K,13.51%
6/1/1987,7.312,7.315,8.09,6.75,15.74K,-4.04%
5/1/1987,7.62,7.9,9.52,7.35,9.29K,-4.56%
4/1/1987,7.984,6.231,11.25,6.23,100.63K,29.13%
3/1/1987,6.183,5.42,6.39,5.41,5.91K,13.91%
2/1/1987,5.428,5.487,5.561,5.37,14.42K,-1.26%
1/1/1987,5.497,5.432,5.7,5.35,0.38K,1.80%
12/1/1986,5.4,5.46,5.515,5.27,6.14K,2.45%
11/1/1986,5.271,5.709,5.82,5.21,15.52K,-6.77%
10/1/1986,5.654,5.54,5.835,5.52,0.58K,1.53%
9/1/1986,5.569,5.44,6.02,5.155,7.78K,8.20%
8/1/1986,5.147,5.11,5.55,5.08,7.78K,0.96%
7/1/1986,5.098,5.085,5.16,4.96,7.63K,-0.08%
6/1/1986,5.102,5.15,5.44,4.93,14.16K,-2.61%
5/1/1986,5.239,5.11,5.27,4.85,11.46K,2.18%
