Date,Price,Open,High,Low,Vol.,Change %
10/1/1991,542.98,527.34,543.11,513.08,-,3.06%
9/1/1991,526.88,526.01,529.29,510.97,-,0.23%
8/1/1991,525.68,508.27,527.76,487,-,4.71%
7/1/1991,502.04,502.04,502.21,471.17,-,5.49%
6/1/1991,475.92,475.92,508.07,470.92,-,-5.97%
5/1/1991,506.11,506.11,506.16,476.53,-,4.41%
4/1/1991,484.72,484.72,512.75,479.07,-,0.50%
3/1/1991,482.3,482.3,483.48,450.26,-,6.46%
2/1/1991,453.05,453.05,454.47,413.45,-,9.38%
1/1/1991,414.2,414.2,414.29,352.85,-,10.80%
12/1/1990,373.84,373.84,378.03,359.05,-,4.12%
11/1/1990,359.06,359.06,359.06,327.75,-,8.86%
10/1/1990,329.84,329.84,360.97,322.93,-,-4.26%
9/1/1990,344.51,344.51,385.19,334.54,-,-9.63%
8/1/1990,381.21,381.21,438.59,359.67,-,-13.01%
7/1/1990,438.24,438.24,470.3,436.76,-,-5.20%
6/1/1990,462.29,462.29,469.42,453.1,-,0.72%
5/1/1990,458.97,458.97,459.98,420.07,-,9.26%
4/1/1990,420.07,420.07,438.5,416.95,-,-3.55%
3/1/1990,435.54,435.54,443.31,424.44,-,2.28%
2/1/1990,425.83,425.83,430.92,415.79,-,2.41%
1/1/1990,415.81,415.81,461.72,409.98,-,-8.58%
12/1/1989,454.82,454.82,459.4,431.7,-,-0.28%
11/1/1989,456.09,456.09,457.83,446.72,-,0.10%
10/1/1989,455.63,455.63,487.6,447,-,-3.66%
9/1/1989,472.92,472.92,474.56,464.83,-,0.76%
8/1/1989,469.33,469.33,469.42,452.41,-,3.41%
7/1/1989,453.84,453.84,453.86,434.35,-,4.26%
6/1/1989,435.29,435.29,454.59,431.72,-,-2.44%
5/1/1989,446.17,446.17,446.25,425.68,-,4.36%
4/1/1989,427.55,427.55,427.59,406.48,-,5.12%
3/1/1989,406.73,406.73,409.86,397.68,-,1.76%
2/1/1989,399.71,399.71,410.09,398.13,-,-0.40%
1/1/1989,401.3,401.3,401.41,376.87,-,5.22%
12/1/1988,381.38,381.38,381.38,371.16,-,2.67%
11/1/1988,371.45,371.45,383.07,364.03,-,-2.88%
10/1/1988,382.46,382.46,388.93,380.66,-,-1.35%
9/1/1988,387.71,387.71,388.37,372.15,-,2.96%
8/1/1988,376.55,376.55,389.5,372.2,-,-2.78%
7/1/1988,387.33,387.33,397.54,382.13,-,-1.86%
6/1/1988,394.66,394.66,394.77,370.33,-,6.57%
5/1/1988,370.34,370.34,383.06,362.37,-,-2.34%
4/1/1988,379.23,379.23,384.26,369.82,-,1.23%
3/1/1988,374.64,374.64,382.61,366.68,-,2.10%
2/1/1988,366.95,366.95,366.99,343.48,-,6.47%
1/1/1988,344.66,344.66,350.3,329,-,4.29%
12/1/1987,330.47,330.47,333.23,291.86,-,8.29%
11/1/1987,305.16,305.16,328.82,301.62,-,-5.61%
10/1/1987,323.3,323.3,453.88,288.49,-,-27.23%
9/1/1987,444.29,444.29,456.27,433.86,-,-2.35%
8/1/1987,454.97,454.97,455.78,431.17,-,4.61%
7/1/1987,434.93,434.93,434.94,423.73,-,2.42%
6/1/1987,424.67,424.67,429.89,413.53,-,1.95%
5/1/1987,416.54,416.54,424.83,404.52,-,-0.30%
4/1/1987,417.81,417.81,439.16,407.35,-,-2.85%
3/1/1987,430.05,430.05,439.99,422.92,-,1.20%
2/1/1987,424.97,424.97,424.97,392.04,-,8.39%
1/1/1987,392.06,392.06,402.33,348.81,-,12.39%
12/1/1986,348.83,348.83,364.65,347,-,-2.99%
11/1/1986,359.57,359.57,362.48,349.09,-,-0.33%
10/1/1986,360.77,360.77,361.6,351.22,-,2.88%
9/1/1986,350.67,350.67,383.99,342.28,-,-8.41%
8/1/1986,382.86,382.86,383.22,364.36,-,3.09%
7/1/1986,371.37,371.37,411.33,369.11,-,-8.42%
6/1/1986,405.51,405.51,405.51,391.75,-,1.34%
5/1/1986,400.16,400.16,400.39,381.45,-,4.41%
4/1/1986,383.24,383.24,392.95,368,-,2.27%
3/1/1986,374.72,374.72,374.74,359.07,-,4.22%
2/1/1986,359.53,359.53,360,335.77,-,7.08%
1/1/1986,335.77,335.77,335.82,322.06,-,3.34%
12/1/1985,324.93,324.93,325.61,312.3,-,3.50%
11/1/1985,313.95,313.95,314.05,292.5,-,7.32%
10/1/1985,292.54,292.54,292.78,276.61,-,4.36%
9/1/1985,280.33,280.33,297.73,279.48,-,-5.84%
8/1/1985,297.71,297.71,304.58,295.52,-,-1.19%
7/1/1985,301.29,301.29,307.94,295.54,-,1.72%
6/1/1985,296.2,296.2,296.2,286.69,-,1.86%
5/1/1985,290.8,290.8,294.8,278.76,-,3.65%
4/1/1985,280.56,280.56,284.79,276.21,-,0.49%
3/1/1985,279.2,279.2,287.96,275.61,-,-1.75%
2/1/1985,284.17,284.17,288.87,277.69,-,1.96%
1/1/1985,278.7,278.7,278.95,245.7,-,12.67%
12/1/1984,247.35,247.35,247.41,237.58,-,1.99%
11/1/1984,242.53,242.53,250.96,242.19,-,-1.82%
10/1/1984,247.03,247.03,252.59,242.2,-,-1.16%
9/1/1984,249.94,249.94,255.87,249.36,-,-1.85%
8/1/1984,254.64,254.64,255.29,229.62,-,10.86%
7/1/1984,229.7,229.7,239.77,225.29,-,-4.15%
6/1/1984,239.65,239.65,241.52,232.8,-,2.93%
5/1/1984,232.82,232.82,253.45,230.22,-,-5.91%
4/1/1984,247.44,247.44,251.28,240.7,-,-1.33%
3/1/1984,250.78,250.78,255.67,248.49,-,-0.71%
2/1/1984,252.57,252.57,268.79,246.03,-,-5.91%
1/1/1984,268.43,268.43,288.41,267.75,-,-3.65%
12/1/1983,278.6,278.6,286.12,274.36,-,-2.47%
11/1/1983,285.67,285.67,289.6,269.42,-,4.05%
10/1/1983,274.55,274.55,297.81,274.16,-,-7.45%
9/1/1983,296.65,296.65,305.06,292.91,-,1.45%
8/1/1983,292.42,292.42,304.34,288.42,-,-3.80%
7/1/1983,303.96,303.96,321.58,303.09,-,-4.63%
6/1/1983,318.7,318.7,329.11,307.1,-,3.23%
5/1/1983,308.73,308.73,312.18,288.56,-,5.35%
4/1/1983,293.06,293.06,293.06,266.21,-,8.22%
3/1/1983,270.8,270.8,272.24,260.62,-,3.89%
2/1/1983,260.67,260.67,263.21,246.89,-,4.96%
1/1/1983,248.35,248.35,248.35,229.88,-,6.86%
12/1/1982,232.41,232.41,241.63,224.91,-,0.04%
11/1/1982,232.31,232.31,233.13,212.64,-,9.26%
10/1/1982,212.63,212.63,214.28,187.79,-,13.31%
9/1/1982,187.65,187.65,189.62,185.53,-,5.59%
8/1/1982,177.71,177.71,177.71,177.71,-,6.19%
7/1/1982,167.35,167.35,167.35,167.35,-,-2.31%
6/1/1982,171.3,171.3,171.3,171.3,-,-4.06%
5/1/1982,178.54,178.54,178.54,178.54,-,-3.34%
4/1/1982,184.7,184.7,184.7,184.7,-,5.15%
3/1/1982,175.65,175.65,175.65,175.65,-,-2.11%
2/1/1982,179.43,179.43,179.43,179.43,-,-4.76%
1/1/1982,188.39,188.39,188.39,188.39,-,-3.80%
12/1/1981,195.84,195.84,195.84,195.84,-,-2.75%
11/1/1981,201.37,201.37,201.37,201.37,-,3.14%
10/1/1981,195.24,195.24,195.24,195.24,-,8.45%
9/1/1981,180.03,180.03,180.03,180.03,-,-8.03%
8/1/1981,195.75,195.75,195.75,195.75,-,-7.50%
7/1/1981,211.63,211.63,211.63,211.63,-,-1.91%
6/1/1981,215.75,215.75,215.75,215.75,-,-3.45%
5/1/1981,223.47,223.47,223.47,223.47,-,3.11%
4/1/1981,216.74,216.74,216.74,216.74,-,3.12%
3/1/1981,210.18,210.18,210.18,210.18,-,6.15%
2/1/1981,198.01,198.01,198.01,198.01,-,0.10%
1/1/1981,197.81,197.81,197.81,197.81,-,-2.24%
12/1/1980,202.34,202.34,202.34,202.34,-,-2.79%
11/1/1980,208.15,208.15,208.15,208.15,-,7.97%
10/1/1980,192.78,192.78,192.78,192.78,-,2.67%
9/1/1980,187.76,187.76,187.76,187.76,-,3.44%
8/1/1980,181.52,181.52,181.52,181.52,-,5.65%
7/1/1980,171.81,171.81,171.81,171.81,-,8.89%
6/1/1980,157.78,157.78,157.78,157.78,-,4.87%
5/1/1980,150.45,150.45,150.45,150.45,-,7.47%
4/1/1980,139.99,139.99,139.99,139.99,-,6.86%
